actual_summary,generated_summary
actor naseeruddin shah while talking about the controversy around lipstick under my burkha said that one needs to ask a psychiatrist why the censor board is afraid of female sexuality on screen he added its very frightening to see that the censor board can do whatever it wants and practise its biases openly and ban films that it doesnt like,naseeruddin shah has watched the film lipstick under my burkha starring his wife ratna pathak shah twice and the veteran actor cant figure out why the film was initially denied certification by the central board of film certification cbfc aka censor board i really dont know what problem they had with the film i think they have a problem with female sexuality being portrayed on screen what the films success has done is that it has shown the censor board up and what they thought about the film i have seen the film twice and its a wonderfully made film that talks about whats going on in society i dont know why the censor board had a problem with that he quips the cbfc letter informing the filmmakers that certification wouldnt be given had called the film ladyoriented a perplexing word that drew much ridicule from filmmakers and actors afterwards the lipstick team got the required clearance from a parallel body this has been one of the most highprofile tussles between the censor board and film teams in recent memorywith lipsticks release stalled for almost six months director alankrita shrivastava and her team fought to get a clean chit and finally received it from the film certification appellate tribunal which asked for cuts in the film naseeruddin shah says one has to ask a psychiatrist as to why they are afraid of female sexuality on screen its very frightening to see that the censor board can do whatever it wants and practise its biases openly and ban films that it doesnt like but the success of such films prove that no one is bothered about what the censor board or the doubters think about these filmsshah also criticises the censor board for being dictatorial for starters he says they are supposed to give a film a certificate they are no authority to ban a film or stay its release but then they claim to be someone who can do that their narrowminded approach affects the film industry but nothing has been done about itfollow htshowbiz for more
amitabh bachchan has said that the opportunity of catching up on sleep on a films set for actors is a rare and gifted moment in the script while sharing a picture of him sleeping for a film scene bachchan added my sleep was genuine they actually had to come and wake me up to tell me that it was over,bollywood star amitabh bachchan who is currently shooting for his upcoming film not out says sleeping on a films set is a gifted moment in the script for an actorsleep that mechanism that has been a constant in us all like taking in air to breathe and survive and the opportunity of catching up with its loss on set is a gifted moment in the script rare but so welcome amitabh wrote on his blog on monday night amitabh also shared a photograph of himself from a films set where he was seen taking a nap the yearold actor is seen wearing a white kurta pyjama socks and a monkey cap in the image the piku actor said that with the lighting on the set one actually goes of to sleep one actually goes to sleep while the lighting and the action and the scene is being conducted such a delight and my sleep was genuine they actually had to come and wake me up to tell me that it was over he added the yearold will be seen sharing screen space with veteran actor rishi kapoor in not out the two will be working together after over two decades amitabh will also be seen in thugs of hindostan which also stars aamir khan katrina kaif and dangal fame fatima sana sheikh the film is directed by vijay krishna acharya an adaptation of the novel confessions of a thug the movie is slated for a diwali releasefollow htshowbiz for more
a video of a policeman thrashing a vendor outside a passport office in punjabs ludhiana has gone viral the victim who sells file covers at a makeshift stall was beaten by the cop after he reportedly refused to pay bribe after the video went viral ludhiana police commissioner rn dhoke initiated a departmental inquiry against the cop,after the video of a policeman hitting a man outside the passport office on link road in ludhiana went viral the commissioner of police rn dhoke on tuesday marked an inquiry to the assistant commissioner of police acp atam nagar naveen kumarthe victim gurdeep singh of khud mohalla who sells file covers outside the passport office said that on monday while he was making sales from his makeshift stall two pcr cops turned up there one of them allegedly demanded rs as bribe to allow him to continue his work and started thrashing him when he refused to paysome onlookers captured the incident in a mobile camera and put it up on facebookincharge at the atam nagar police post under whose jurisdiction the area falls asi dharminder kumar however claimed that gurdeep gave in writing in the present of people that he does not want any action on the coplater commissioner dhoke marked the departmental inquiry against the pcr cop head constable harvinder singh
a mumbai court has convicted somali pirates to years of imprisonment in a case the pirates were found guilty of attempt to murder and kidnapping for taking people hostage on board a commercial ship from thailand this is one of the four cases registered against somali pirates for holding people from different countries hostage,a session court in mumbai convicted somali pirates for years of imprisonment in a case the pirates had taken people aboard a commercial ship from thailand hostage they have been found guilty of attempt to murder and kidnapping this is one of the four cases registered in against a total of somali pirates for holding people from different countries hostage the sessions court pronounced the verdict in the first of the four cases where the pirates mother vessel carrying heavy arms and ammunitions was intercepted in and the pirates were caughtthe coast guard and navy in a joint operation then rescued the men being held hostage on the ship the men were thai nationals and the ship was called prantalaya they also captured the somali pirates who jumped into the sea and took them into custody the vessel had been captured by the pirates in they had been using it as their mother vessel since then
a teacher of a private school in haridwar district of uttarakhand has been accused of stripping two girls in front of the class for performing poorly in a test held for english subject while the parents of the girls lodged a complaint against the teacher and the school management the allegation has been refuted by the school authorities,a teacher of a private school in haridwar district has been accused of stripping two girls in front of the class for performing poorly in a test held for english subject an allegation refuted by the school managementaccording to police a female teacher at jp international public school in rural belt of landaura forcefully stripped the two girls in a bid to shame them for their poor performance in the test the incident left the girls shocked after returning home on tuesday noon they informed their parents who lodged a complaint against the teacher and the school management agitated by the incident villagers gathered with the parents at the police station and staged a protestboth the students belong to scheduled caste and therefore police are moving very cautiouslymeanwhile principal of jp inter college amita rathore refuted the allegations of the girls and their parents saying nothing such occurred in the schoolrathore termed the charges as baseless saying the parents were trying to frame the english teacher and school management to malign our imagewhatever we have to say we have told the investigating police officer how can a teacher force girl students to undress and make her roam in entire class she askeda complaint has been lodged against the teacher and police are investigating the matter superintendent of police rural manikant mishra said adding that the case has been handed over to women helpline subinspector pramila bishtparents and local peoples delegation who met me have been assured of due legal action and timebound investigation mishra saiddistrict education officer primary schools brahmpal saini said that if such an incident had taken place then it is quite shocking and a serious matter he has sought a report from the deputy education officer and promised punitive action against the teacher and school the management if the charges are found true
tmc leader dinesh trivedi has said that successive governments have short changed air india by treating it like their private properties trivedi urged the government to reconsider its decision to privatise it as the government operates bsnl and mtnl in communications and doordarshan and all india radio in broadcasting it should have a national carrier as well he added,new delhi aug pti successive governments have short changed air india by treating it like their private properties tmc leader dinesh trivedi said today as he urged the centre to review the decision to divest stake in the airline by just looking at the debt and ignoring the revival signs would be to take a narrow view of the situation the former railway minister said as part of efforts to revive the national carrier the cabinet has given inprinciple approval for divestment and the final contours are being worked out by a group of ministers if air india today is in this financial situation it was not because of air india but successive governments have shortchanged air india and treated it like their private properties and at times private airlines be international or domestic came under category of favoured airlines trivedi told pti against this backdrop trivedi said it is evident that there is potential for further growth of air india if the turnaround plan continues along with other rationalisation measures
uk tobacco company british american tobacco bat is being investigated by the serious fraud office sfo over allegations about involvement in bribery and corruption in africa bat has denied allegations of a whistleblower who handed over multiple documents to sfo however bat has said it is cooperating with uk authorities as campaigners are now urging us government to act,allegations that british american tobacco was involved in bribery and corruption in africa are being investigated by the serious fraud office despite the cigarette companys attempts to downplay the significance of a whistleblower who handed over a dossier of evidencebat now the largest tobacco company in the world after the recent merger with reynolds has consistently denied the allegations of paul hopkins whom it employed in africa for years when hopkins handed over a large number of documents to the sfo in december bat dismissed him as a rogue former employeethe company later toned down its criticism stating that it had appointed a team of external legal advisers to investigate the chargesthe sfos inquiries have now become a formal investigation in a statement it said it was investigating suspicions of corruption in the conduct of business by bat its subsidiaries and associated persons it invited members of the public to come forward with any evidence they might havethe news follows a major guardian investigation revealing that bat and other multinationals have used threats against at least eight african nations demanding they axe or dilute the kind of tobacco control measures that have saved millions of lives in the westbat said it continued to conduct its own inquiries into hopkins charges we have been cooperating with the serious fraud office and british american tobacco has been informed that the sfo has now opened a formal investigation bat intends to cooperate with that investigation it saidthe company would not confirm whether the investigation concerned the allegations made by hopkinshe has claimed he paid bribes on the companys behalf to the kenya revenue authority for access to information that bat could use against its kenyan competitor mastermind hopkins also claimed that bat kenya had paid bribes to government officials in burundi rwanda and comoros to undermine tobacco control regulationsbat hired the law firm linklaters in february to conduct a full investigation into the claims made by hopkins bat later dropped linklaters and appointed slaughter and may as sole adviser on the caselouis charalambous hopkins solicitor said bat had changed its tone we note with interest that bat have abandoned their earlier pr strategy of trying to shoot the messenger he said in a statementpaul hopkins blew the whistle during his time at bat and their internal team ignored him previously bat tried to wriggle out by saying that mr hopkins had left their employ in acrimonious circumstances when in fact that was untrue they also wrongly suggested that he had acted on his own and portrayed themselves as the victimsnow their new external law firm and revised pr strategy are silent about mr hopkins they need to go further and set the record straight the company cannot rewrite this history and we look forward to seeing them answer these allegations in due coursehopkins said he had turned whistleblower at a cost to himself i rejected an enhanced redundancy package designed to force me to sign a global confidentially agreement and just took statutory redundancy instead he saiddeborah arnott the chief executive of the campaigning charity ash said at the time the allegations of fraud in africa were first made against bat the company accused the whistle blower of having a vendetta against the company and peddling falsehoodseighteen months later and bat is having to admit its under investigation by the serious fraud office the sfo must leave no stone unturnedmatthew myers the president of the campaign for tobaccofree kids called on the us government to also investigate bat the allegations against british american tobacco are serious and should be investigated and prosecuted to the fullest extent of the law he saidas british american tobacco now operates the largest publicly traded tobacco company within the united states we urge the us department of justice to also investigate the companys alleged misconductthe bat chief executive nicandro durante told the financial times in march that the firm would act in a very strong way if wrongdoing was found to have taken place he said we are in countries so i cannot give a guarantee that everythings going to go by the bookthe sfo investigation is another blow to the company after the us health watchdog the food and drug administration announced tighter regulations on the tobacco industry which hit shares in tobacco firms
comedian and television show host kapil sharma has said that he is not suffering from depression while adding its just a big term for me he added that apart from low blood pressure he isnt facing any health issues and is feeling perfectly fine now kapil also clarified he has no stress and pressure regarding the kapil sharma shows trp,comedian and tvshow host kapil sharma has finally spoken on the rumours of his depression in an interview to dainik bhaskar kapil cleared the air surrounding his ill health and said that he merely has blood pressure problems not depressionaccording to several rumours floating around since past few months kapil has been under a lot of stress due to the falling trps of his show the kapil sharma show it depression is just a big term for me laughs apart from low blood pressure i am not at all facing any health issues i have started taking care of my diet and body i am perfectly fine now he said in the interviewmumbai comedian kapil sharma bollywood actors riteish deshmukh and vivek oberoi during the promotion of film bank chor on the sets of the kapil sharma show in mumbai on june photo ians ians kapil further explained how was busy juggling between his film and the show which led to stress for the past few months i was juggling my time between the kapil sharma show and my film firangi i was working day and night i wasnt getting much time to take care of my health also i had stopped doing regular exercises and workouts this led to developing low blood pressure now i have changed my routine and my health is completely fine he saidwhen asked whether the falling trps were the cause behind his ill health he refuted the claims entirely believe me or not i get to hear such kind of news from the media people itself nobody from sony channel has come to me and spoken about it in fact the channel people have always been kind to me they support me a lot the kapil sharma show is not going off air we are busy shooting for it he saidthere were also rumours that kapil made his guests on the show wait for hours before cancelling on them i was under a lot of pressure and thats fair enough we all have our ups and down in terms of health dont we i felt sick and thats okay it was genuine and people around me understood that however i did not keep anyone waiting on the set he saidtrps for the kapil sharma show took a nosedive since his pr nightmare of a fight with coactor sunil grover on a flight where he got physically violent with himfollow htshowbiz for more
the release of the shraddha kapoor starrer haseena parkar which was scheduled for august has been postponed director apoorva lakhia said we collectively decided to postpone the film so that it can get enough screens and a worthy run at the boxoffice earlier the films release was shifted to august to reportedly avoid a clash with jagga jasoos,shraddha kapoors ambitious project haseena parker has been postponed again and the reason being cited is upcoming big releases in august the film based on the life of dawood ibrahims sister was initially scheduled to release on july it was then slated to hit the theatres on august now in order to avoid a box office clash with shah rukh khan and akshay kumars film the makers have decided to push the release date for later the new release date is yet to be announcedshraddha kapoor as young and old haseena in the filma mid day report quoted the films director apoorva lakhia we collectively decided to postpone the film so that it can get enough screens and a worthy run at the boxofficethe movie features dawoods sister haseena parkars journey from age to and her transformation from a young girl into aapa shraddhas brother siddhanth kapoor plays the role of underworld don dawood ibrahim accused of the mumbai blasts in which hundreds of people lost their livesthe decision to postpone the film was taken last week anil thadani the films distributor the producers and director apoorva lakhia realised that august was cluttered with too many releases they realised that haseena will have to compete with two biggies that are releasing in the weeks before shah rukh khans jab harry met sejal august and akshay kumars toilet ek prem katha august what makes it worse is that besides haseena parkar there are three releases lined up for august bareilly ki barfi newton and partition it quoted a source as sayingthe apoorva lakhia directed film also stars rajesh tailang ankur bhatia and sunil upadhyay follow htshowbiz for more
actor prateik babbar while speaking about dealing with drug addiction said substance abuse is like a bad marriage even after you quit it haunts you for a while till people start noticing the turnaround he added prateik further said addiction is not a moral failing it doesnt make you a bad person even if you have made a poor choice,it took him five years and lot of courage to openly speak about his battle with drug addiction after making a promising start in bollywood prateik babbar vanished from the limelight for a good five years his absence might not have caught anybodys attention but his return has grabbed many eyeballs and why not for the first time the yearold actor has openly spoken about his battle with substance abuse when many actors shy away from talking about their issues prateik has come out in the open talking about his his long battle with addiction in an interview to mumbai mirror the actor talked about addiction recovery and his career this is what he said on addiction he has come to terms with complications of his life and has fought the demons of substance abuse it was last year when he first talked about his drug addiction and in the last one year he has been a work in progress addiction is not a moral failing it does not make you a bad person even if you have made a poor choice people still think i got hooked because it was cool for a celebrity to indulge in recreational drugs but for me it was more of an escape from reality my childhood was complicated and there were a lot of questions i didnt have answers to so i looked elsewhere for solace said prateik on acceptanceit took him a while to understand that he was an addict and he needed to get out of it as soon as possible acceptance and speaking up can help change the face of addiction it educates those who are ailing and tells others that the stereotype of people suffering is the exception rather than the rule acceptance is one of the first steps to recovery added the actor on coming outprateik came out in open about his addiction as he didnt want to keep his fans in the dark he wanted them to be aware of the dark truth of his life im a fighter and criticism is not an option for me yes one is entitled to hisher opinion and its human to be judgmental but everyone deserves a second chance the idea is to move on i want to create awareness by showcasing the boy uninterrupted so the world doesnt get to see just one side of the story said the yearold actor on recoveryit has taken him a few years to get back to his normal life and he says that with each passing day he is making an effort to better his life he said im still on the road to recovery but im proud to have turned over a new leaf substance abuse is like a bad marriage even after you quit it haunts you for a while till people start noticing the turnaround im answerable to only my conscience and yes people take me more seriously now that im no longer the hippie rave but someone committed to fitness auditions and familyon his careerhe began his career with the film jaane tu ya jaane na and went onto bag a few promising roles in the subsequent years however its been almost five years since prateik has been seen on the big screen but the actor is all set to bounce back im looking for quality work and am not embarrassed to go out and ask for it im also doing a lot of theatre with jeff goldberg because i believe it polishes your acting skills he added
producer of babumoshai bandookbaaz kiran shroff while talking about sexist comments she faced has said that a central board of film certification cbfc member asked her how she could make a film like this being a woman a male member added but she is not a woman look at what she is wearing kiran said that such thoughts were regressive,the cbfc central board of film certification seems to have forgotten that their job is to certify not censor the latest victim of their scissors is nawazuddin siddiquistarrer babumoshai bandookbaaz the pahlaj nihalaniled board ordered a whopping cuts to the film and when india today television reached out to him he said we are just doing our jobbut this is not the worst of it disparaging sexist comments were allegedly made by cbfc members about the producer kiran shroff for greenlighting a film with such abusive content according to a report in bombay times a female member asked her how she as a woman could be involved in the making of a film with so many abuses at this point a male member is said to have interjected inhone to pantshirt pehni hai yeh aurat thodi hi hainkiran told the publication they had an internal discussion for an hour after the screening first they told us that they were giving us an a certificate then they told us that there are cuts we argued that if the film is for adults then why have so many cuts they didnt bother much and continued to explain each cut and their logic behind itshe added in the middle of that a lady officer turned to me and said aap aurat hokar aisi filmein kaise bana sakti hain and before i could speak up a man in the committee said but she is not a woman look at what she is wearing i was dumbfounded this is such a regressive thought sadly this is the kind of humiliation producers have to put up with if they are judging me by my clothes i can imagine the parameters they must have used to pass my filmbabumoshai bandookbaaz has been directed to do away with abusive words as well as per cent of its humping scenes director kushan nandy was appalled and told the daily first and foremost we dont have humping scenes they are lovemaking scenes i am shocked and appalled with what has happened if you notice the cuts theres a sentence yeh kaahe ka ca hai we use such sentences in our everyday life the excuse given to us is that children also sneak into cinema halls to watch adult films how is that my problem penalise the cinema halls for this not the producers the way they have dealt with our film is insulting they humiliated kiran which is unpardonableapparently the filmmaker has been asked to get rid of a bunch of sentences with the word khada in it he met pahlaj nihalani in private to discuss the directives but the cbfc chief had a shocking response you are lucky im not banning your filmkushan said when i argued that there are no grounds to do that he retorted what are these abuses do you plan to make a dictionary of bad words he even asked me to change lines like maa ka lehenga to maa ka anchal in short the essence of what is being said is lost he told me ca ko tutiya kar do he is basically trying to teach us to make a film and finally he told me to remove the line that has khada in it he said i will never let it pass because i am abused for my song khada hai khada hai to this day ill fight this till the endpahlaj nihalani refused to comment on the matterat a media interaction today kiran shroff shared all that the cbfc members told her one cbfc board member asked kiran shroffproducer why as a woman have you made this film kushan nandydirector babumoshaibandookbaazthen another cbfc board member said ye to pant shirt pehne huye hain woman thodi hain kushan nandydirector babumoshaibandookbaaztheycbfc told us that we have given cuts in the film kiran shroffproducer babumoshaibandookbaazpictwittercomnbfbdwzhspthen pahlaj nihalani came and told me that i am lucky that my film is not banned kushan nandydirector babumoshaibandookbaazpictwittercomrhbxrejmf
actress sana khan while speaking about salman khan hugging her on the red carpet at an awards show said she cant believe that a normal hug was trending people just blew it out of proportion because salman had closed fists and some dumb people even called it an awkward hug she added while slamming those who trolled her,actor sana khan was up for a notsopleasant surprise on tuesday when a video of her hugging actor salman khan went viral for all the wrong reasons sana walked the red carpet at a recently held tv awards show in mumbai and when she spotted salman the two exchanged a hug what made it news was salmans closed fists and his shy smile i still cant believe that a normal hug was trending trolling and rolling says sana people just blew it out of proportion because salman had a closed fist and some dumb people even called it an awkward hug the actor adds that its only normal for people to wear backless clothes at a red carpet event there is always a wild side to an innocent face look for big zee entertainment awards gown by nikhitatandon earring by caratlane ring by dwarkadaschandumaljewellers styled by sayalividya a post shared by sana khaan sanakhaan on jul at pm pdt did she feel that salman was uncomfortable even for a moment sana replies who am i to make him feel uncomfortable its stupid to put somebody down by saying such a nasty thing and showing me in a wrong light its not as if i went to hug him and he didnt recognise mebut why that closed fist couldnt it be somebodys style maybe he hugs like that i dont know i think the best person whom to ask this would be salman also he has been in the film industry for over years so dont think backless even matters to him he has seen more than that laughs lets not talk like a fiveyearold and make all this sound so big says sanaim not a psychopath to hug somebody if the person doesnt want to talk to me im not someone who makes people stand and keep talking and falling on their lapsana has known salman ever since she first appeared in on the reality show bigg boss which was hosted by salman and later worked with the actor in the film jai ho lashing out at those who are calling it a forced hug sana retorts im not a psychopath to hug somebody if the person doesnt want to talk to me im not someone who makes people stand and keep talking and falling on their lap i am on good terms with salman we share a rapport i talk to him on and off weve met so many times ive been to his house and we have worked together on the sets also so theres nothing to feel awkward aboutthe actor shares that she had a brief twominute chat with salman and that may have got everyone curious for a moment salman didnt recognise me he literally told me that then he complimented me that i look very nice and i said yes ive dropped kg and he is like its showing reveals sanawas it the backless outfit that made the hug look awkward sana says well could be maybe he didnt want my back bronzer to fall on his clothes he has worked with all sexy and goodlooking actresses who would use bronzer from head to toe so he knows that and its not that he wants to feel me up or i want to feel him up i am sorry we have all grown up from that zone we need to respect each others space and gesturesfollow htshowbiz for more
dia mirza while talking about being trolled on social media said she used to get frightened by the rape and acid attack threats she received online for expressing her opinion dia added elementswho are faceless and namelesswho harass people dont need to be taken seriouslywe need to be like ducks and let trolling be like water sliding off our backs,actor dia mirza who was in delhi to walk for designer anju modi at the india couture week has not just a lovely face but also a strong mind and that is something twitter trolls couldnt digest in this era of nonstop trolling dia recalls how in her early days in bollywood she was targeted for expressing her opinion on various issues in recent times dias tweets have advocated water conservation on holi and a noisefree diwali in the earlier days when i did get trolled it really affected and frightened me because when youre told that people want to throw acid on you or they want to rape you or kill you or call you antinational because of something that youve said and they ask you to move to another country and its all new to you then it really alarms you she says the yearold actor was trolled on social media when she had tweeted and urged her fans to play a dry holi she had written the irony of the times we live in farmers commit suicide due to drought and people waste water to play holi go ahead call me antihindu the trolls were quick to tag her as antinational dia was also called intolerant when she had tweeted about wanting a crackerfree diwali now after so many years in bollywood dia takes such crude reactions in her stride the actor states that she has always voiced her opinion on issues that deeply matter to her i have continued to express my opinion i reserve my opinion for things that truly matter to me and when you express your opinion on something that deeply matters to you it doesnt matter how people construe it she says i feel that those elements on social media who are faceless and nameless who make it their business to harass people dont need to be taken seriously ive been in the public sphere long enough now to understand that we need to be like ducks and let this trolling be like water sliding off our backs the only thing that matters is our own truth the intent is what should matter adds the actor dia will be seen next in the sanjay dutt biopic by rajkumar hirani she plays the role of maanyata dutts wife speaking about her film and working with hirani he is the director of such blockbusters as lage raho munnabhai idiots and pk dia says rajkumar hirani is my favourite director dia worked with hirani in lage raho munnabhai starring sanjay dutt as munnabhai it was an absolute pleasure to be asked by him to be a part of sanjay dutts biopic hirani is one of those real people who tells stories in the most unique and honest way i have known sanju sir for many years and through the course of my interaction with him i have interacted with maanyata as well it has been such an honour and joy working with rajkumar hirani ranbir kapoor who plays dutts role in biopic anushka sharma and vicky kaushal
comedian sunil grover has said that there is no need for a mediator to resolve the feud between him and kapil sharma i know kapil very well why do i need someone else to sort things between us he added sunil further said anyway the best part is that the comedy didnt stop and its continuing from both ends,comedianactor sunil grover has stayed away from the limelight for almost five months now he quit the kapil sharma show tkss after a fight with kapil on board an aircraft as he turns a year older on august sunil says that misses his audiences as much as they miss himasked about his plans sunil says i want to entertain people and remain in this field this is what i love doing and have tried to do for all these years right now im just in the process of thinkingsunil is still reticent about the midair brawl that severed his very successful partnership with kapil quite often when you say something it shows the other person in a very bad light though unintentionally says sunil what you say is perceived to be the truth and how you see facts might not really be true and can sound demeaning for the other person with kapil ive had a great association and i have deep gratitude for the platform we shared neutral gear a post shared by sunil grover whosunilgrover on jun at am pdt recently sunil shot for a special episode as mashoor gulati his popular character on tkss to promote salman khans film tubelight did the episode make him nostalgic was there a change of heart about tkss mere heart ko hua kya tha jo change hona tha my cholesterol levels are fine and theres no blockage in my heart quips sunilin these five months many industry colleagues have tried to bring about a patchup between kapil and sunil the latter says that theres no need for a mediator i know kapil very well why do i need someone else to sort things between us says sunil we still have each others numbers and we havent changed them but im thankful to those who are still taking the initiative its so nice of them anyway the best part is that the comedy didnt stop and its continuing from both endsabout the news of kapil not keeping well owing to the dipping trps of his show sunil says i heard about this and i can only say that he should take good care of himselffollow htshowbiz for more
authorities have removed the copies of the bible and quran placed near apj abdul kalams memorial in rameswaram in tamil nadu following a complaint kalams relatives had placed the books alongside the sculpted bhagavad gita placed near the statue before its inauguration later a hindu nationalist party filed a complaint saying keeping them without permission is wrong,indian authorities have removed a copy of the bible and the quran from a new statue of a former president after a complaint by a hindu nationalist party officials said tuesdaythe removal of the books has fuelled a religious row over a carving depicting a hindu holy book placed next to the statue of apj abdul kalam at rameswaram in the southern state of tamil nadukalam who as a scientist played a leading role in indias landmark nuclear weapons tests was president from and a strongly secular figurethe sculpted hindu bhagvad gita book was placed next to the statue before it was inaugurated by prime minister narendra modi last week on the second anniversary of kalams deathrelatives placed the bible and the quran next to the gita in protest that infuriated the hindu makka katchi nationalist party which said it made the complaint to policethe authorities removed the bible and the quran at the site we are also looking at the complaint filed with us police superintendent om prakash meena said k prabhakaran a member of the hindu makkal katchi told anenglish newspaper i respect all these books but keeping them at the memorial without permission is wrong steps should be taken to see such things are not done again authorities have since prevented photographers from taking images of the statue memorial officials did not respond to queries kalam was born into poverty and sold newspapers as a child to support his family while studying his work on indias own nuclear weapon earned him the nickname of indias missile man
a yearold man was on wednesday assaulted by a mob which allegedly found him in a compromising position with a woman at a governmentrun centre in bokaro jharkhand the victim found unconscious when police rescued him from the mob has suffered multiple injuries on his head neck legs and back the man is reportedly battling for life in a hospital,a yearold man was battling for life on wednesday after he was assaulted by a mob which allegedly found him in a compromising position with a woman at a governmentrun centre in jharkhands bokaro town police saidthe man identified as sakib ansari was unconscious when police rescued him from the mob comprising odd men doctors said ansari suffered multiple injuries on his head neck legs and backover the past few months several people have been lynched in the bjpruled state over charges ranging from raping women smuggling cow and childlifting the latest incident took place at a pragya kendra a governmentrun service centre that offer facilities such as linking aadhaar number with other documents issuing caste certificates voter id cards and pan cards when people turned up at the common service centre with their respective requisitions on wednesday morning they allegedly found ansari halfnaked with a woman at the heena market pragya kendrahe was dragged out of the office premises and beaten with sticks belts shoes and slippers by the mobansari fell unconscious after the assault but the mob continued thrashing him until the police intervened sources saidthe police rushed ansari to the bokaro general hospital he was yet to regain consciousness doctors saidbokaro deputy superintendent of police poonam minz said that the police have lodged an unnamed first information report against the mob and arrested one mantu yadav in connection with the casewe have arrested one and are scanning the cctv footage to identify others who assaulted the man she saidin april a yearold man was beaten to death in saraikela kharsawan for allegedly raping a fiveyearold girl on june a yearold man was lynched for allegedly raping a widow in palamu and on june another man was beaten to death by a mob for allegedly raping an eightyearold girl in dumkapolice deployed additional security forces across the affected area to prevent the incident from snowballing into a communal conflagrationrumourmongers on social media too are under our scanner said a bokaro police official working with the cyber cell of the district
the indira gandhi institute of medical sciences igims in bihars patna has asked its employees to declare their virginity and number of wiveshusbands in a marital declaration form further the form spelt bachelor as bechelor this is not a new form and has been in practice since when igims was established deputy medical superintendent dr manish mandal said,in a ridiculous step the indira gandhi institute of medical sciences igims in patna has asked its employees to declare whether they are virgin the marriage declaration form which has come to light is applicable for hospital employees and freshly recruited doctors and nursing staffs the form also asks male employees to provide details if they have more than one wifewomen employees apart from declaring status regarding their virginity have also been asked to provide details on whether she is married to a person who has no other wife living or another wife living speaking to india today the deputy medical superintendent dr manish mandal said that the marriage declaration form with the contentious questions have been in practice ever since the institute was established in everyone has to fill this form which is part of central services rules and this form is similar to what aiims in delhi uses if the centre or aiims changes the format of the form in the future we will also change it this is not a new form and has been in practice since when igims was established said mandal elaborating on the need to extract personal details like ones virginity dr mandal said that the questions have been asked in order to avert any kind of wrong doing in the central services rules there is a provision that when a person joins the service and later on if she dies because of any eventuality there may be a claimant or boy friend who may come to seek job in place of the victim said dr mandal however dr mandal admitted that the use of word virginity was incorrectessentially what is being asked in the form is whether a person is married or unmarried personally i feel the word used should have been unmarried instead of virgin that would have been sober but what is there in the rules have to be followed said dr mandal
brihanmumbai municipal corporation is planning to redevelop eight entry points of mumbais juhu beach in the second phase by augustend authorities said as per the plan each entry point will have five metre high walls and steps with railings among others while residents welcomed the move an activist said that any beautification shouldnt affect the natural feel of the beachn,the eight entry points of the citys most popular beach are all set to get a facelift the brihanmumbai municipal corporation bmc earlier redid a km stretch of the juhu beach while the first phase of the project faced opposition from some citizens and activists juhu residents said they welcome the beautification work according to a plan proposed by bjp legislator ameet satam each of the eight access points to the beach will have m high walls bollards to restrict vehicles ramps and steps with railings welcome signs and a few lights we will use paver blocks and gabion steps steps and railings will make the beach accessible for senior citizens said an official while activists were unhappy with the plan to set up multicoloured lights on the beach they appreciated the bmcs effort to make the beach more accessible natural spaces should not be tampered with redeveloping the entrances is a good move but any beautification should not take away the natural feel of the beach said ashoke pandit convener ngo save open spaces zahida banatwala of the juhu citizens welfare group jcwg said every monsoon the access points get damaged so this is a good move but the bmc is still doing a shoddy job of cleaning the beach smita chakravarty of the ngo juhusoul of the city told ht apart from the redevelopment we also need a play area for children on the beach satam estimated the redevelopment of the access points to cost rs lakh under a rscrore juhu beach tourism plan of the eight points birla lane military road granth lane and silver beach lane have already been redeveloped the first phase of the project included themedlighting and redevelopment of the central chowpatty this is a one of its kind lighting and wont hamper the natural feel of the beach said satam officials said the second phase will be completed by the end of august and the themedlighting will be inaugurated by cm devendra fadnavis
kriti sanon when asked about hate story actress bhairavi goswamis tweet saying kriti is a deranged actress with no headlight and no bumper enquired who bhairavi is she further said im just happy for her she got a lot of publicity now you guys know her name also bhargavi had also commented that even college students look better than kriti,it was last week that kriti sanon posted a video where she is dancing to a song from mubarakan immediately kamaal r khan the serial offender posted a tasteless comment on the actor targeting the poor box office performnce of kritis last cinematic outing raabta adding her voice to the chorus was actor bhairavi goswami who last appeared in hate storytaking to twitter bhairavi wrote she is really behaving like a deranged woman how did she become an actress no headlight no bumper even college students look better the crass tweet soon got a serious backlash on twitter with many questioning who bhairavi wasbut the best reaction by far has been that of kriti herself on tuesday at an event kriti was asked by the media about bhairavis tweet who is bhairavi goswami kriti enquired when told about bhairavis filmography the bareilly ki barfi star said i think im just happy for her she got a lot of publicity now you guys know her name also so yeahnow that is badassfollow htshowbiz for more
